上牌时间,表显里程,上牌地,迁入地为准,变速箱,排量,登记证为准,看车地址,年检到期,交强险,商业险到期,car_title,car_prices,car_newprices,car_url
2011-03,7.04万公里,徐州,国四,自动,1.6,0次过户,泉山,2019-3,2019-3,2019-3,丰田 卡罗拉 2011款 1.6L 自动GL天窗版,¥7.00 万,新车指导价15.10万(含税),https://www.guazi.com/xuzhou/3126e5cecb1a507ax.htm
2015-01,5.04万公里,徐州,国四,手动,1.8,0次过户,鼓楼,2019-1,2019-1,2019-1,福特 福克斯 2013款 两厢经典 1.8L 手动基本型,¥4.80 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/c33f3bea9421903ax.htm
2016-11,3.84万公里,常德,国五,手动,1.5,0次过户,邳州,2020-11,2019-11,2019-11,北汽绅宝 绅宝X35 2016款 1.5L 手动豪华版,¥4.50 万,新车指导价8.30万(含税),https://www.guazi.com/xuzhou/c942a5a1b1f19f99x.htm
2015-11,6.02万公里,徐州,国四,自动,1.8,0次过户,泉山,2019-11,2019-10,已过期,现代 名图 2014款 1.8L 自动智能型GLS,¥9.30 万,新车指导价16.30万(含税),https://www.guazi.com/xuzhou/d633a60789e596c0x.htm
2013-01,8.34万公里,徐州,国四,手动,1.3,0次过户,沛县,2019-1,2019-1,2019-1,长安商用 长安之星S460 2009款 1.3L标准型,¥1.50 万,新车指导价4.70万(含税),https://www.guazi.com/xuzhou/465d2f767ab28555x.htm
2009-05,10.17万公里,徐州,国四,手动,1.4,2次过户,鼓楼,2019-5,2019-5,已过期,铃木 北斗星 2008款 1.4L 手动STD,¥1.40 万,新车指导价5.20万(含税),https://www.guazi.com/xuzhou/865f19404ec81903x.htm
2013-04,4.11万公里,徐州,国四,自动,2.0,1次过户,新沂,2019-4,2019-3,已过期,福特 蒙迪欧-致胜 2011款 2.0L GTDi200时尚型,¥9.90 万,新车指导价21.70万(含税),https://www.guazi.com/xuzhou/1ca57601f295144ex.htm
2013-07,13.93万公里,徐州,国五,手动,1.4,1次过户,云龙,2019-7,2019-7,已过期,铃木 北斗星 2012款 e 1.4L 手动VVT标准型 国V,¥1.80 万,新车指导价5.80万(含税),https://www.guazi.com/xuzhou/2e583b93dcc6dff0x.htm
2016-11,7.37万公里,徐州,国五,自动,2.0,0次过户,丰县,2018-11,2018-11,2018-11,众泰T600 2016款 运动版 2.0T 自动旗舰型,¥8.20 万,新车指导价16.30万(含税),https://www.guazi.com/xuzhou/b8eaae945c236b81x.htm
2017-05,0.77万公里,徐州,国五,手动,1.6,0次过户,鼓楼,2019-5,2019-5,已过期,海马S5 2015款1.6手动豪华天窗型,¥7.80 万,,https://www.guazi.com/xuzhou/674cea3ba0830216x.htm
2017-09,2.12万公里,徐州,国四,自动,1.4,0次过户,云龙,2019-9,2019-9,2019-9,大众 高尔夫 2017款 230TSI 自动舒适百万辆纪念版,¥12.15 万,新车指导价16.80万(含税),https://www.guazi.com/xuzhou/9d2876cc45162e5fx.htm
2017-06,3.85万公里,徐州,国五,自动,1.4,0次过户,邳州,2019-6,2019-6,2019-6,大众 凌渡 2017款 230TSI DSG风尚版,¥11.80 万,新车指导价17.40万(含税),https://www.guazi.com/xuzhou/67dce0ab17ac750fx.htm
2012-07,4.78万公里,徐州,国四,手动,1.2,1次过户,沛县,2019-7,2019-7,2019-7,五菱荣光 2011款 1.2L标准型,¥2.30 万,新车指导价7.90万(含税),https://www.guazi.com/xuzhou/65eace5a941560a4x.htm
2014-04,11.66万公里,徐州,国四,自动,1.6,0次过户,丰县,2020-4,2019-4,已过期,大众 速腾 2014款 1.6L 自动舒适型,¥10.00 万,新车指导价16.40万(含税),https://www.guazi.com/xuzhou/73993c78dbc8570ax.htm
2013-07,8.82万公里,徐州,国四,自动,1.6,0次过户,鼓楼,2019-7,2018-11,2018-10,别克 君威 2013款 1.6T 自动精英运动版,¥10.50 万,新车指导价22.80万(含税),https://www.guazi.com/xuzhou/d4fd76a97ed0164fx.htm
2016-11,2.09万公里,太原,国五,手动,1.4,0次过户,云龙,2020-11,2019-10,2019-10,大众 凌渡 2017款 230TSI 手动风尚版,¥9.70 万,新车指导价15.80万(含税),https://www.guazi.com/xuzhou/0e7aaf64d10f8608x.htm
2009-01,14.16万公里,徐州,国四,手动,1.2,3次过户,新沂,2019-1,已过期,已过期,五菱之光 2008款 1.2L基本型LAQ,¥1.00 万,新车指导价4.80万(含税),https://www.guazi.com/xuzhou/2e65fe7f2c20c672x.htm
2014-07,5.49万公里,徐州,国五,手动,2.0,0次过户,睢宁,2020-7,2019-7,2019-7,现代ix35 2015款 2.0L 手动两驱舒适型 国V,¥7.38 万,新车指导价18.40万(含税),https://www.guazi.com/xuzhou/9f6b8e64fa2a45d1x.htm
2015-07,2.95万公里,徐州,国四,手动,1.5,0次过户,鼓楼,2019-7,2019-7,2019-7,哈弗H2 2014款 1.5T 手动两驱精英版,¥6.00 万,新车指导价11.30万(含税),https://www.guazi.com/xuzhou/a979d4afa6c4c45ax.htm
2016-12,3.03万公里,徐州,国五,手动,1.6,0次过户,睢宁,2020-12,2019-12,2019-12,大众 宝来 2016款 1.6L 手动舒适型,¥8.32 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/ba005b3072cc9c01x.htm
2014-03,1.89万公里,徐州,国四,自动,1.4,1次过户,泉山,2020-3,2019-6,已过期,大众 朗逸 2014款 1.4TSI DSG蓝驱技术版,¥9.20 万,新车指导价16.30万(含税),https://www.guazi.com/xuzhou/596146d83ea24d9fx.htm
2014-05,5.83万公里,徐州,国五,自动,1.2,2次过户,贾汪,2020-5,2019-4,已过期,大众 甲壳虫 2015款 180TSI(进口),¥13.30 万,新车指导价20.80万(含税),https://www.guazi.com/xuzhou/be0a2ff2fa98fb36x.htm
2018-02,2.01万公里,徐州,国五,自动,2.0,0次过户,邳州,2020-2,2019-1,2019-1,奔驰GLC级 2018款 GLC 260 4MATIC 动感型,¥39.80 万,新车指导价46.80万(含税),https://www.guazi.com/xuzhou/c44e11fca19f34b1x.htm
2017-11,2万公里,徐州,国五,手动,1.0,0次过户,云龙,2019-11,2018-11,2018-11,别克英朗 2018款 15T 手动精英型,¥8.00 万,新车指导价12.70万(含税),https://www.guazi.com/xuzhou/e764a52a7d526ba7x.htm
2017-09,1.41万公里,徐州,国五,自动,2.0,0次过户,鼓楼,2021-9,2019-8,2019-8,丰田 汉兰达 2017款 2.0T 四驱豪华版 7座,¥29.08 万,新车指导价32.30万(含税),https://www.guazi.com/xuzhou/3a62612d5bbf842dx.htm
2016-11,3.05万公里,徐州,国五,自动,2.0,0次过户,泉山,2018-11,2018-10,2018-10,宝马X1 2016款 xDrive20Li 豪华型,¥30.00 万,新车指导价41.80万(含税),https://www.guazi.com/xuzhou/0711ce2fa2d94647x.htm
2013-10,9.7万公里,徐州,国四,手动,1.6,0次过户,睢宁,2019-10,2019-10,2019-10,奔腾B50 2012款 1.6L 手动天窗型,¥3.30 万,新车指导价10.50万(含税),https://www.guazi.com/xuzhou/1bacd7de4e098543x.htm
2017-11,2.52万公里,徐州,国五,自动,2.0,0次过户,新沂,2019-11,2018-11,已过期,凯迪拉克ATS-L 2017款 28T 时尚型,¥19.80 万,新车指导价34.60万(含税),https://www.guazi.com/xuzhou/6662d01b7306e00ex.htm
2013-09,7.76万公里,徐州,国四,手动,1.5,0次过户,鼓楼,2019-9,2019-9,已过期,长城M4 2012款 1.5L 手动舒适型,¥2.94 万,新车指导价6.90万(含税),https://www.guazi.com/xuzhou/81dbd1dab6665149x.htm
2017-11,1.34万公里,徐州,国五,自动,1.8,0次过户,邳州,2019-11,2018-11,已过期,本田XR-V 2017款 1.8L EXi CVT舒适版,¥13.80 万,新车指导价16.30万(含税),https://www.guazi.com/xuzhou/fe3536199196fb9bx.htm
2010-07,4.29万公里,徐州,国四,自动,2.0,0次过户,新沂,2019-7,2019-7,已过期,奔驰B级 2009款 B 200 动感型(进口),¥10.00 万,新车指导价31.30万(含税),https://www.guazi.com/xuzhou/bbc04a30f09df3c4x.htm
2017-01,1.8万公里,徐州,国五,自动,1.5,0次过户,睢宁,2019-1,2019-1,已过期,别克 英朗 2017款 15N 自动豪华型,¥8.00 万,新车指导价14.90万(含税),https://www.guazi.com/xuzhou/fa62ce540094eedax.htm
2018-02,3.47万公里,苏州,国五,自动,1.5,0次过户,邳州,2020-2,2019-2,已过期,别克 君威 2017款 20T 精英型,¥16.49 万,新车指导价20.20万(含税),https://www.guazi.com/xuzhou/50f27181acce33a7x.htm
2016-03,4.26万公里,徐州,国四,手动,1.5,0次过户,鼓楼,2020-3,2019-3,2019-3,海马M3 2016款 1.5L 手动舒适型天窗版,¥4.90 万,新车指导价6.60万(含税),https://www.guazi.com/xuzhou/9fccd62ab0c9533ex.htm
2016-07,3.1万公里,徐州,国五,自动,1.5,2次过户,贾汪,2020-7,2019-7,已过期,宝马X1 2016款 sDrive18Li 尊享型,¥21.75 万,新车指导价33.20万(含税),https://www.guazi.com/xuzhou/c8ed7fee1f1bf748x.htm
2015-05,8.05万公里,徐州,国四,手动,2.8,1次过户,邳州,2019-5,2019-5,已过期,福特 经典全顺 2015款 2.8T柴油多功能车短轴6座中顶JX493ZLQ4,¥8.60 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/0ac0fe747be7ee4bx.htm
2016-07,2.04万公里,四平,国五,自动,2.4,0次过户,丰县,2020-7,2019-7,2019-7,吉利 博瑞 2016款 2.4L 尊雅型,¥9.00 万,新车指导价14.80万(含税),https://www.guazi.com/xuzhou/5ce3f0fac65bd7b7x.htm
2012-12,8.03万公里,枣庄,国四,自动,2.0,1次过户,沛县,2018-12,2019-6,2019-6,宝马Z4 2012款 sDrive20i领先型(进口),¥24.50 万,新车指导价62.70万(含税),https://www.guazi.com/xuzhou/3fc7153256095e75x.htm
2012-12,11.7万公里,徐州,国四,自动,2.0,0次过户,邳州,2018-12,2018-12,已过期,奥迪Q5 2012款 2.0TFSI 舒适型,¥17.80 万,新车指导价52.30万(含税),https://www.guazi.com/xuzhou/f9e6f8398677cff4x.htm
2014-09,9.26万公里,宿迁,国四,自动,1.4,1次过户,睢宁,2020-9,2019-10,已过期,大众 速腾 2014款 1.4TSI 蓝驱版,¥10.00 万,新车指导价18.40万(含税),https://www.guazi.com/xuzhou/f94cc611ef9ecde8x.htm
2011-12,17.2万公里,徐州,国四,自动,3.0,0次过户,云龙,2018-12,2018-12,2018-12,奔驰E级 2010款 E 300 L 时尚型,¥26.50 万,新车指导价73.30万(含税),https://www.guazi.com/xuzhou/8e88df176bf825f3x.htm
2012-01,9.24万公里,徐州,国四,手动,1.4,1次过户,睢宁,2019-1,2019-1,已过期,大众 途安 2011款 1.4T 手动智尚版5座,¥6.80 万,新车指导价16.30万(含税),https://www.guazi.com/xuzhou/c1e10baf9d067c50x.htm
2011-10,14.3万公里,徐州,国四,自动,1.8,0次过户,丰县,2018-10,2018-11,2018-11,雪佛兰 景程 2010款1.8自动豪华导航版,¥4.50 万,,https://www.guazi.com/xuzhou/6114d212c93101a2x.htm
2017-11,3.38万公里,徐州,国五,自动,1.5,0次过户,云龙,2019-11,2019-11,2019-11,本田CR-V 2017款 240TURBO CVT两驱风尚版,¥19.20 万,新车指导价22.10万(含税),https://www.guazi.com/xuzhou/4b0d56c0217cb5f6x.htm
2011-12,13.2万公里,徐州,国四,自动,1.6,1次过户,鼓楼,2019-12,2018-12,2018-12,奔驰C级 2010款 C 180K 经典型,¥15.00 万,新车指导价33.40万(含税),https://www.guazi.com/xuzhou/7ea963b0517a0443x.htm
2013-07,7.83万公里,徐州,国四,手动,1.6,0次过户,鼓楼,2019-7,2019-7,2019-7,标致308 2012款 1.6L 手动优尚型,¥4.00 万,新车指导价11.30万(含税),https://www.guazi.com/xuzhou/4c9e3509c476e703x.htm
2016-02,5.69万公里,徐州,国五,自动,2.0,0次过户,睢宁,2020-2,2019-2,2019-2,奔腾B70 2016款 2.0L 自动豪华型,¥7.60 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/8e25140c087f407fx.htm
2011-05,4.58万公里,徐州,国四,自动,2.4,0次过户,云龙,2019-5,2019-4,2019-4,别克 君威 2011款 2.4L SIDI舒适版,¥9.00 万,新车指导价22.30万(含税),https://www.guazi.com/xuzhou/ccd1099e6319c144x.htm
2013-03,9.48万公里,徐州,国四,自动,1.6,2次过户,鼓楼,2019-3,2019-3,已过期,奔驰C级 2011款 C 180K 经典型,¥16.00 万,新车指导价33.40万(含税),https://www.guazi.com/xuzhou/6d4560554abca6bdx.htm
2016-06,5.43万公里,徐州,国五,手动,2.0,0次过户,泉山,2020-6,2019-6,已过期,江淮 瑞风 2015款 2.0L穿梭 汽油长轴舒适版HFC4GA3-3D,¥6.30 万,新车指导价11.50万(含税),https://www.guazi.com/xuzhou/5feb49f8a35bd9d0x.htm
2013-10,7.72万公里,徐州,国四,自动,2.4,2次过户,云龙,2019-10,2019-1,已过期,现代 全新胜达 2013款 2.4L 自动四驱舒适型,¥13.00 万,新车指导价26.50万(含税),https://www.guazi.com/xuzhou/1718fd0abe384b8fx.htm
2015-12,3.79万公里,徐州,国五,自动,1.6,0次过户,沛县,2019-12,2019-11,2019-11,奔驰GLA级 2015款 GLA 200 时尚型,¥22.00 万,新车指导价31.50万(含税),https://www.guazi.com/xuzhou/2a2558f40d735780x.htm
2015-07,4.6万公里,徐州,国四,自动,2.0,0次过户,鼓楼,2019-7,2019-4,2019-4,宝马5系 2013款 520Li 典雅型,¥31.00 万,新车指导价46.50万(含税),https://www.guazi.com/xuzhou/9ccc88889b6595afx.htm
2013-03,6.16万公里,徐州,国四,自动,2.4,1次过户,泉山,2019-3,2019-3,2019-3,Jeep 自由客 2013款 2.4 豪华导航版(进口),¥14.50 万,新车指导价29.40万(含税),https://www.guazi.com/xuzhou/d44bed6a07f2510ex.htm
2016-12,2.04万公里,徐州,国四,手动,1.5,0次过户,云龙,2020-12,2019-1,已过期,北汽幻速S3L 2016款 S3L 1.5L 手动尊贵型,¥4.88 万,新车指导价7.60万(含税),https://www.guazi.com/xuzhou/81d39fa8e4828a77x.htm
2017-01,5.33万公里,徐州,国五,手动,1.4,0次过户,睢宁,2019-1,2019-12,已过期,大众POLO 2016款 1.4L 手动风尚型,¥5.80 万,新车指导价8.20万(含税),https://www.guazi.com/xuzhou/02105383cf2b7d6ax.htm
2015-01,5.24万公里,徐州,国四,自动,1.6,1次过户,新沂,2019-1,2018-12,2018-12,福特 福克斯 2012款 两厢 1.6L 自动舒适型,¥7.00 万,新车指导价14.20万(含税),https://www.guazi.com/xuzhou/9ec10227f01065edx.htm
2011-12,10.47万公里,南京,国四,自动,1.6,0次过户,沛县,2018-12,2018-12,2018-12,日产 骐达 2011款 1.6L CVT智能型,¥6.00 万,新车指导价13.60万(含税),https://www.guazi.com/xuzhou/8da819ff745f9f2dx.htm
2014-01,3.8万公里,枣庄,国四,手动,1.5,0次过户,贾汪,2020-1,2019-1,已过期,五菱荣光 2014款 1.5L S 标准型,¥3.50 万,新车指导价4.90万(含税),https://www.guazi.com/xuzhou/d2782b7c690080a6x.htm
2013-09,7.56万公里,徐州,国四,手动,1.6,0次过户,鼓楼,2019-9,2019-10,2019-10,东风风行 菱智 2013款 M3 1.6L 7座舒适型,¥4.10 万,新车指导价7.80万(含税),https://www.guazi.com/xuzhou/9deb8e915530ea9ax.htm
2014-05,5.11万公里,徐州,国四,手动,1.6,0次过户,邳州,2020-5,2018-12,已过期,大众 朗逸 2013款 改款经典 1.6L 手动舒适版,¥6.80 万,新车指导价13.70万(含税),https://www.guazi.com/xuzhou/fede9c59b5c4d5d3x.htm
2009-10,7.73万公里,徐州,国四,自动,1.8,3次过户,云龙,2018-10,2019-2,2019-2,奔驰SLK级 2009款 SLK 200K(进口),¥15.58 万,新车指导价64.90万(含税),https://www.guazi.com/xuzhou/88a480441addde05x.htm
2013-10,9.61万公里,徐州,国四,自动,2.0,0次过户,云龙,2019-10,2019-10,2019-10,丰田 凯美瑞 2012款 200G 经典豪华版,¥11.00 万,新车指导价21.00万(含税),https://www.guazi.com/xuzhou/b61f8f2bfd83b7fbx.htm
2013-06,4.5万公里,徐州,国四,自动,1.6,0次过户,新沂,2019-6,2019-4,已过期,马自达3 2012款 1.6L 自动经典特惠型,¥4.80 万,新车指导价11.60万(含税),https://www.guazi.com/xuzhou/9d8d35f6c493f785x.htm
2015-11,10.68万公里,徐州,国四,自动,3.0,1次过户,鼓楼,2019-11,已过期,已过期,奔驰S级 2015款 S 400 L(进口),¥78.00 万,新车指导价142.70万(含税),https://www.guazi.com/xuzhou/65bc4f72de0fe568x.htm
2012-12,7.59万公里,西安,国四,手动,1.0,0次过户,云龙,2018-12,2019-11,已过期,金杯 海星A7 2011款 1.0L特惠版DL465Q3,¥0.55 万,新车指导价2.80万(含税),https://www.guazi.com/xuzhou/7d1c65c25ab57f3fx.htm
2013-10,17.27万公里,徐州,国四,自动,3.0,0次过户,云龙,2019-10,2019-10,已过期,宝马X6 2013款 xDrive35i(进口),¥36.00 万,新车指导价115.40万(含税),https://www.guazi.com/xuzhou/a2b97b706e246c2dx.htm
2016-04,3.19万公里,徐州,国五,手动,2.0,1次过户,鼓楼,2020-4,2019-4,2019-4,江淮 瑞风 2015款 2.0L穿梭 汽油长轴标准版HFC4GA3-3D,¥5.98 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/44dd6ce8e3f5b009x.htm
2015-05,2.59万公里,徐州,国五,自动,1.8,0次过户,云龙,2019-5,2019-5,2019-5,奔驰C级 2013款 C 180 轿跑版(进口),¥22.98 万,新车指导价39.90万(含税),https://www.guazi.com/xuzhou/a9bc7ecf60affeddx.htm
2012-10,5.38万公里,徐州,国四,手动,1.0,0次过户,沛县,2019-10,2019-9,2019-9,比亚迪F0 2012款 1.0L 悦酷型,¥1.50 万,新车指导价4.40万(含税),https://www.guazi.com/xuzhou/98449d09b74c6a9bx.htm
2016-01,16.08万公里,徐州,国五,自动,3.0,0次过户,新沂,2020-1,2019-1,已过期,奥迪Q7 2014款 35 TFSI 进取型(进口),¥56.00 万,新车指导价89.80万(含税),https://www.guazi.com/xuzhou/978b59be997e2d5fx.htm
2009-12,7.95万公里,徐州,国三,自动,1.5,1次过户,泉山,2018-12,2018-12,2018-12,福特 嘉年华 2009款 三厢 1.5L 自动豪华型,¥3.00 万,新车指导价12.10万(含税),https://www.guazi.com/xuzhou/cceb07f0c7b85960x.htm
2016-12,4.77万公里,徐州,国四,自动,1.8,0次过户,云龙,2018-12,2018-12,2018-12,川汽野马 野马T70 2016款 1.8T CVT优雅型,¥5.40 万,新车指导价11.90万(含税),https://www.guazi.com/xuzhou/23e309367a6116adx.htm
2016-11,3.11万公里,徐州,国五,手动,1.6,0次过户,新沂,2020-11,2019-11,已过期,东风风行 菱智 2017款 M3L 1.6L 7座舒适型,¥4.20 万,新车指导价7.50万(含税),https://www.guazi.com/xuzhou/fa34ccd1158513c3x.htm
2010-10,10.12万公里,徐州,国四,手动,2.0,0次过户,云龙,2019-10,2019-10,2019-10,标致408 2010款 2.0L 手动舒适版,¥3.50 万,新车指导价14.10万(含税),https://www.guazi.com/xuzhou/13266af131eadc5ex.htm
2015-02,9.11万公里,徐州,国四,手动,2.4,0次过户,邳州,2019-2,2019-2,2019-2,福特 新世代全顺 2013款 2.4T柴油经济物流车短轴中顶国IV,¥12.35 万,新车指导价19.00万(含税),https://www.guazi.com/xuzhou/652dc5be3542f527x.htm
2017-12,2.24万公里,徐州,国五,自动,2.0,0次过户,鼓楼,2019-12,2018-12,已过期,奔驰C级 2018款 C 200 L 运动版,¥30.99 万,新车指导价38.10万(含税),https://www.guazi.com/xuzhou/6b3716cfcab70cc4x.htm
2017-01,2.2万公里,徐州,国五,手动,1.6,1次过户,邳州,2019-1,2019-1,2019-1,一汽 森雅R7 2016款 1.6L 手动智能型,¥5.00 万,新车指导价8.70万(含税),https://www.guazi.com/xuzhou/010ccb318b380b83x.htm
2011-01,10.99万公里,徐州,国四,手动,2.0,0次过户,沛县,2019-1,2019-1,2019-1,吉利EC8 2011款 2.0L 手动舒适版,¥3.24 万,新车指导价11.90万(含税),https://www.guazi.com/xuzhou/c5bda323ff2b3f82x.htm
2016-01,7.4万公里,周口,国五,自动,3.0,0次过户,鼓楼,2020-1,2019-1,2019-1,奔驰GL级 2015款 GL 400 4MATIC动感型(进口),¥70.00 万,新车指导价119.90万(含税),https://www.guazi.com/xuzhou/18716f1fbd9ff039x.htm
2018-05,1.82万公里,南京,国五,自动,1.5,0次过户,沛县,2019-5,2019-4,2019-4,荣威i6 2018款 20T 自动旗舰版,¥9.50 万,新车指导价12.70万(含税),https://www.guazi.com/xuzhou/401aa99553d024fdx.htm
2014-10,15.04万公里,成都,国五,自动,2.0,0次过户,睢宁,已过期,2019-9,已过期,宝马5系 2013款 525Li 领先型,¥25.80 万,新车指导价49.90万(含税),https://www.guazi.com/xuzhou/464247744b57cbb1x.htm
2017-12,1.14万公里,徐州,国五,自动,2.4,0次过户,鼓楼,2019-12,2019-12,2019-12,雪佛兰 科帕奇 2017款 2.4L 四驱旗舰版 7座,¥14.00 万,新车指导价22.80万(含税),https://www.guazi.com/xuzhou/729d2a74ebb91aecx.htm
2012-06,10.77万公里,徐州,国四,自动,2.5,0次过户,鼓楼,2019-6,2019-6,2019-6,日产 奇骏 2012款 2.5L CVT豪华版 4WD,¥12.70 万,新车指导价26.00万(含税),https://www.guazi.com/xuzhou/c675c7f3c3f57b5ax.htm
2011-10,12.85万公里,枣庄,国四,自动,3.0,1次过户,沛县,2019-10,2019-10,2019-12,宝马5系 2011款 528Li 领先型,¥26.00 万,新车指导价59.80万(含税),https://www.guazi.com/xuzhou/8a5f2b443ecfa24ax.htm
2017-09,4.26万公里,苏州,国五,自动,2.5,0次过户,睢宁,2019-9,2019-9,2019-9,上汽大通 大通V80 2017款 2.5T AMT傲运通国V短轴超低顶5/6/10座,¥13.00 万,新车指导价16.40万(含税),https://www.guazi.com/xuzhou/89137bee05568c63x.htm
2016-03,1.38万公里,徐州,国五,自动,1.6,0次过户,鼓楼,2020-3,2019-3,2019-3,大众 高尔夫 2016款 1.6L 自动舒适型,¥11.00 万,新车指导价15.70万(含税),https://www.guazi.com/xuzhou/f7a5c0e77942a60cx.htm
2017-07,3.75万公里,徐州,国五,自动,2.0,0次过户,云龙,2019-7,2019-7,2019-7,奥迪Q5 2017款 40 TFSI 技术型,¥31.00 万,新车指导价46.40万(含税),https://www.guazi.com/xuzhou/e03b9183096ffd7cx.htm
2015-05,4.62万公里,徐州,国四,自动,1.8,1次过户,鼓楼,2019-5,2019-6,2019-6,长安CS75 2014款 1.8T 自动尊贵型 国IV,¥7.45 万,新车指导价15.60万(含税),https://www.guazi.com/xuzhou/65e24c59b795986ax.htm
2014-05,7.74万公里,徐州,国四,自动,3.0,0次过户,云龙,2020-5,2019-5,2019-5,奥迪A8L 2013款 A8L 45 TFSI quattro舒适型(进口),¥52.20 万,新车指导价101.10万(含税),https://www.guazi.com/xuzhou/1e69c8bce4005fa7x.htm
2016-08,6.58万公里,徐州,国五,自动,1.5,0次过户,邳州,2020-8,2019-8,已过期,哈弗H6 2015款 运动版 1.5T 自动两驱豪华型,¥8.60 万,新车指导价14.80万(含税),https://www.guazi.com/xuzhou/08bbaf19dd5d7701x.htm
